job_title,Industry,experience_level,Age,employment_type,work_year, salary_in_usd ,company_location,company_size
Data Analyst,IT,Senior-level,21,Full-time,2023," $88,052.00 ",United States,Medium
Data Engineer,IT,Entry-level,24,Full-time,2023," $88,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,24,Full-time,2023," $88,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,37,Full-time,2023," $88,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,48,Full-time,2023," $88,000.00 ",Colombia,Medium
Data Engineer,IT,Senior-level,64,Full-time,2023," $87,980.00 ",United States,Medium
Business Intelligence Developer,IT,Mid-level,21,Full-time,2024," $87,800.00 ",United States,Medium
Data Scientist,IT,Senior-level,33,Full-time,2021," $87,738.00 ",Canada,Small
Data Analyst,IT,Senior-level,19,Full-time,2024," $87,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,52,Full-time,2023," $87,570.00 ",United States,Medium
Data Analyst,IT,Executive-level,48,Full-time,2023," $87,500.00 ",United States,Medium
Data Analyst,IT,Mid-level,28,Full-time,2023," $87,500.00 ",United States,Medium
Data Specialist,IT,Mid-level,44,Full-time,2023," $87,500.00 ",United States,Medium
Business Intelligence Analyst,IT,Mid-level,32,Full-time,2023," $87,500.00 ",United States,Medium
Data Analyst,IT,Senior-level,46,Full-time,2023," $87,500.00 ",United States,Medium
Research Analyst,IT,Senior-level,21,Full-time,2023," $87,400.00 ",United States,Medium
Data Scientist,IT,Mid-level,26,Full-time,2024," $87,300.00 ",United States,Medium
Data Scientist,IT,Mid-level,48,Full-time,2023," $87,300.00 ",United States,Medium
BI Analyst,IT,Senior-level,47,Full-time,2023," $87,200.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,41,Full-time,2023," $87,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,32,Full-time,2023," $87,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,25,Full-time,2023," $87,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,33,Full-time,2023," $87,000.00 ",Canada,Medium
Lead Data Analyst,IT,Mid-level,41,Full-time,2020," $87,000.00 ",United States,Large
Data Specialist,IT,Senior-level,33,Full-time,2023," $86,900.00 ",United States,Medium
Data Analyst,IT,Senior-level,44,Full-time,2023," $86,720.00 ",United States,Medium
Data Scientist,IT,Senior-level,54,Full-time,2023," $86,700.00 ",United States,Large
Data Engineer,IT,Senior-level,22,Full-time,2023," $86,682.00 ",Canada,Medium
Data Analyst,IT,Senior-level,38,Full-time,2023," $86,600.00 ",United States,Medium
Data Scientist,IT,Mid-level,64,Full-time,2023," $86,600.00 ",United States,Medium
Data Engineer,IT,Mid-level,18,Full-time,2024," $86,500.00 ",United States,Medium
AI Engineer,IT,Senior-level,33,Full-time,2023," $86,500.00 ",United States,Medium
Data Analyst,IT,Entry-level,33,Full-time,2023," $86,500.00 ",United States,Large
Data Analyst,IT,Senior-level,26,Full-time,2023," $86,466.00 ",United States,Medium
Data Analyst,IT,Mid-level,63,Full-time,2023," $86,400.00 ",United States,Medium
Data Engineer,IT,Senior-level,39,Full-time,2023," $86,374.00 ",Sweden,Large
Principal Data Scientist,IT,Senior-level,50,Full-time,2023," $86,374.00 ",Spain,Large
Research Engineer,IT,Senior-level,57,Full-time,2023," $86,374.00 ",Germany,Small
Data Engineer,IT,Senior-level,30,Full-time,2023," $86,250.00 ",United States,Medium
Deep Learning Engineer,IT,Mid-level,40,Full-time,2022," $86,193.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,33,Full-time,2022," $86,193.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,43,Full-time,2022," $86,193.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,55,Full-time,2022," $86,193.00 ",United Kingdom,Medium
BI Developer,IT,Senior-level,25,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Product Owner,IT,Mid-level,43,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,38,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Research Engineer,IT,Mid-level,45,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,32,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Analyst,IT,Mid-level,41,Full-time,2023," $86,128.00 ",United Kingdom,Large
Data Architect,IT,Mid-level,21,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,26,Full-time,2023," $86,128.00 ",United Kingdom,Medium
ETL Engineer,IT,Mid-level,35,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,46,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Analyst,IT,Mid-level,40,Full-time,2023," $86,128.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,65,Full-time,2023," $86,128.00 ",Canada,Medium
BI Analyst,IT,Mid-level,21,Full-time,2023," $86,100.00 ",United States,Medium
Data Analyst,IT,Mid-level,20,Full-time,2024," $86,078.00 ",United States,Medium
Data Science,IT,Senior-level,23,Full-time,2024," $86,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,39,Full-time,2024," $86,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,34,Full-time,2024," $86,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,36,Full-time,2024," $86,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,18,Full-time,2023," $86,000.00 ",United States,Medium
Data Science,IT,Senior-level,20,Full-time,2023," $86,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,40,Full-time,2023," $86,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,55,Full-time,2023," $86,000.00 ",United States,Medium
Data Strategist,IT,Senior-level,63,Full-time,2023," $86,000.00 ",United States,Medium
Data Manager,IT,Senior-level,60,Full-time,2023," $86,000.00 ",United States,Medium
Data Engineer,IT,Entry-level,46,Full-time,2022," $86,000.00 ",United States,Large
Data Engineer,IT,Mid-level,25,Full-time,2023," $85,800.00 ",United States,Medium
Data Analyst,IT,Senior-level,36,Full-time,2023," $85,700.00 ",United States,Medium
Data Analyst,IT,Senior-level,18,Full-time,2022," $85,700.00 ",United States,Medium
Data Manager,IT,Entry-level,60,Full-time,2023," $85,600.00 ",United States,Medium
BI Developer,IT,Entry-level,26,Full-time,2023," $85,600.00 ",United States,Medium
Data Scientist,IT,Entry-level,38,Full-time,2023," $85,600.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,49,Full-time,2023," $85,500.00 ",United States,Medium
Data Developer,IT,Senior-level,47,Full-time,2023," $85,500.00 ",United States,Medium
Data Analyst,IT,Senior-level,23,Full-time,2023," $85,500.00 ",United States,Medium
Research Engineer,IT,Mid-level,47,Full-time,2023," $85,445.00 ",United States,Medium
Data Engineer,IT,Mid-level,31,Full-time,2023," $85,300.00 ",Canada,Medium
Data Analyst,IT,Entry-level,43,Full-time,2023," $85,256.00 ",United States,Medium
Data Scientist,IT,Mid-level,32,Full-time,2024," $85,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,39,Full-time,2024," $85,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,37,Full-time,2024," $85,000.00 ",United States,Medium
Data Quality Analyst,IT,Entry-level,40,Full-time,2024," $85,000.00 ",Lebanon,Medium
Data Analyst,IT,Mid-level,50,Full-time,2023," $85,000.00 ",United States,Medium
Data Specialist,IT,Mid-level,61,Full-time,2023," $85,000.00 ",United States,Medium
Business Intelligence Analyst,IT,Entry-level,49,Full-time,2023," $85,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,21,Full-time,2023," $85,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,49,Full-time,2023," $85,000.00 ",United States,Medium
Data Scientist,IT,Entry-level,64,Full-time,2023," $85,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,35,Full-time,2023," $85,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,52,Full-time,2023," $85,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,23,Full-time,2023," $85,000.00 ",United States,Medium
Data Engineer,IT,Entry-level,42,Full-time,2023," $85,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,51,Full-time,2023," $85,000.00 ",United States,Medium
ML Engineer,IT,Mid-level,58,Full-time,2023," $85,000.00 ",United States,Medium
ML Engineer,IT,Mid-level,56,Full-time,2023," $85,000.00 ",United States,Medium
Data Strategist,IT,Mid-level,65,Full-time,2023," $85,000.00 ",United States,Medium
BI Data Analyst,IT,Entry-level,53,Full-time,2023," $85,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,58,Full-time,2023," $85,000.00 ",United States,Medium
Data Specialist,IT,Senior-level,49,Full-time,2023," $85,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,54,Full-time,2023," $85,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,40,Full-time,2023," $85,000.00 ",United States,Medium
Data Engineer,IT,Entry-level,48,Full-time,2023," $85,000.00 ",United States,Medium
Data Analytics Specialist,IT,Senior-level,27,Full-time,2023," $85,000.00 ",United States,Medium
Research Scientist,IT,Mid-level,47,Full-time,2023," $85,000.00 ",United States,Medium
Data Integration Specialist,IT,Entry-level,36,Full-time,2023," $85,000.00 ",Canada,Medium
Data Scientist,IT,Entry-level,54,Full-time,2022," $85,000.00 ",United States,Medium
Data Engineer,IT,Entry-level,52,Full-time,2022," $85,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,43,Full-time,2022," $85,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,36,Full-time,2022," $85,000.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,55,Full-time,2022," $85,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,51,Full-time,2022," $85,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,55,Full-time,2022," $85,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,32,Full-time,2022," $85,000.00 ",Canada,Medium
Head of Data Science,IT,Executive-level,60,Full-time,2021," $85,000.00 ",Russia,Medium
Machine Learning Engineer,IT,Entry-level,35,Full-time,2021," $85,000.00 ",Germany,Small
Data Analyst,IT,Mid-level,19,Full-time,2020," $85,000.00 ",United States,Large
Data Analyst,IT,Senior-level,29,Full-time,2022," $84,900.00 ",United States,Medium
Data Analyst,IT,Senior-level,19,Full-time,2024," $84,870.00 ",United States,Medium
Data Analyst,IT,Senior-level,47,Full-time,2023," $84,870.00 ",United States,Medium
Data Engineer,IT,Senior-level,46,Full-time,2023," $84,800.00 ",United States,Medium
Data Science,IT,Senior-level,35,Full-time,2023," $84,750.00 ",United States,Medium
Business Intelligence Analyst,IT,Senior-level,48,Full-time,2023," $84,750.00 ",United States,Medium
Data Science Lead,IT,Senior-level,18,Full-time,2023," $84,700.00 ",United States,Medium
Business Intelligence Engineer,IT,Senior-level,32,Full-time,2023," $84,600.00 ",United States,Medium
Data Analyst,IT,Senior-level,41,Full-time,2023," $84,400.00 ",United States,Medium
Research Scientist,IT,Executive-level,51,Full-time,2022," $84,053.00 ",Netherlands,Large
Data Engineer,IT,Mid-level,41,Full-time,2022," $84,053.00 ",Greece,Medium
Machine Learning Engineer,IT,Senior-level,53,Full-time,2022," $84,053.00 ",France,Large
Data Engineer,IT,Mid-level,33,Full-time,2022," $84,053.00 ",Spain,Medium
Research Scientist,IT,Mid-level,32,Full-time,2022," $84,053.00 ",Germany,Small
Machine Learning Engineer,IT,Mid-level,51,Full-time,2022," $84,053.00 ",Germany,Medium
Lead Machine Learning Engineer,IT,Senior-level,46,Full-time,2022," $84,053.00 ",Germany,Medium
Data Scientist,IT,Entry-level,19,Full-time,2022," $84,053.00 ",Belgium,Large
Machine Learning Engineer,IT,Mid-level,30,Full-time,2023," $84,000.00 ",Vietnam,Medium
Data Analytics Lead,IT,Senior-level,22,Full-time,2023," $84,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,34,Full-time,2023," $84,000.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,59,Full-time,2023," $84,000.00 ",United States,Medium
Analytics Engineer,IT,Entry-level,60,Full-time,2023," $84,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,60,Full-time,2023," $84,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,45,Full-time,2023," $84,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,30,Full-time,2023," $84,000.00 ",Colombia,Medium
ML Engineer,IT,Senior-level,27,Full-time,2022," $84,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,65,Full-time,2022," $84,000.00 ",Brazil,Medium
AI Engineer,IT,Mid-level,47,Full-time,2024," $83,900.00 ",United States,Medium
Data Visualization Specialist,IT,Mid-level,28,Full-time,2024," $83,900.00 ",United States,Medium
Data Science Practitioner,IT,Mid-level,61,Full-time,2024," $83,900.00 ",United States,Medium
Data Science Practitioner,IT,Senior-level,58,Full-time,2023," $83,900.00 ",United States,Medium
Data Engineer,IT,Mid-level,37,Full-time,2023," $83,900.00 ",United States,Medium
Data Visualization Specialist,IT,Senior-level,56,Full-time,2023," $83,900.00 ",United States,Medium
Data Visualization Engineer,IT,Senior-level,46,Full-time,2023," $83,900.00 ",United States,Medium
AI Engineer,IT,Senior-level,39,Full-time,2023," $83,900.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,57,Full-time,2022," $83,864.00 ",Australia,Large
Data Analyst,IT,Senior-level,27,Full-time,2023," $83,700.00 ",United States,Medium
Data Engineer,IT,Senior-level,28,Full-time,2023," $83,667.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,21,Full-time,2023," $83,500.00 ",United States,Medium
Data Analyst,IT,Mid-level,32,Full-time,2023," $83,500.00 ",United States,Medium
Business Intelligence Analyst,IT,Mid-level,53,Full-time,2023," $83,339.00 ",United States,Medium
Data Analyst,IT,Entry-level,42,Full-time,2023," $83,300.00 ",United States,Medium
Data Scientist,IT,Senior-level,55,Full-time,2023," $83,270.00 ",United States,Medium
Product Data Analyst,IT,Entry-level,40,Contract,2023," $83,200.00 ",United States,Small
Data Scientist,IT,Mid-level,53,Full-time,2022," $83,171.00 ",Australia,Large
Data Scientist,IT,Entry-level,49,Full-time,2022," $83,171.00 ",Australia,Medium
Data Analyst,IT,Entry-level,65,Full-time,2024," $83,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,42,Full-time,2023," $83,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,55,Full-time,2023," $83,000.00 ",United States,Medium
Research Analyst,IT,Senior-level,38,Full-time,2023," $83,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,49,Full-time,2023," $83,000.00 ",United States,Medium
Machine Learning Engineer,IT,Entry-level,62,Full-time,2022," $83,000.00 ",United States,Large
Analytics Engineer,IT,Senior-level,42,Full-time,2023," $82,920.00 ",United States,Medium
Data Scientist,IT,Mid-level,33,Full-time,2023," $82,920.00 ",United States,Medium
Data Scientist,IT,Mid-level,23,Full-time,2024," $82,915.00 ",United States,Medium
Data Engineer,IT,Senior-level,55,Full-time,2023," $82,900.00 ",India,Medium
Data Engineer,IT,Mid-level,24,Full-time,2022," $82,900.00 ",United States,Medium
Data Visualization Specialist,IT,Entry-level,40,Full-time,2023," $82,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,54,Full-time,2021," $82,744.00 ",Belgium,Medium
Data Engineer,IT,Senior-level,30,Full-time,2023," $82,673.00 ",United States,Medium
Data Analyst,IT,Senior-level,30,Full-time,2024," $82,620.00 ",United States,Medium
Data Engineer,IT,Mid-level,18,Full-time,2021," $82,528.00 ",United Kingdom,Large
Research Scientist,IT,Entry-level,47,Full-time,2021," $82,528.00 ",United Kingdom,Large
Business Intelligence Analyst,IT,Senior-level,41,Full-time,2024," $82,500.00 ",United States,Medium
Data Analyst,IT,Senior-level,35,Full-time,2023," $82,500.00 ",United States,Medium
Data Analyst,IT,Senior-level,20,Full-time,2023," $82,500.00 ",United States,Medium
Data Manager,IT,Senior-level,42,Full-time,2023," $82,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,37,Full-time,2023," $82,500.00 ",Canada,Medium
Data Engineer,IT,Mid-level,61,Full-time,2023," $82,500.00 ",Canada,Medium
Data Scientist,IT,Mid-level,22,Full-time,2021," $82,500.00 ",United States,Small
Data Engineer,IT,Mid-level,37,Full-time,2023," $82,452.00 ",United States,Large
Data Analyst,IT,Entry-level,18,Full-time,2023," $82,400.00 ",United States,Medium
Data Engineer,IT,Senior-level,38,Full-time,2023," $82,365.00 ",United States,Medium
Data Scientist,IT,Senior-level,55,Full-time,2023," $82,365.00 ",United States,Medium
Data Engineer,IT,Senior-level,33,Full-time,2022," $82,280.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,39,Full-time,2023," $82,254.00 ",Canada,Large
Data Analyst,IT,Senior-level,49,Full-time,2023," $82,200.00 ",United States,Medium
Data Analyst,IT,Senior-level,20,Full-time,2023," $82,000.00 ",United States,Medium
Data Operations Analyst,IT,Senior-level,18,Full-time,2023," $82,000.00 ",United States,Medium
Data Quality Analyst,IT,Senior-level,35,Full-time,2023," $82,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,51,Full-time,2023," $82,000.00 ",United States,Medium
Data Scientist,IT,Entry-level,36,Full-time,2022," $82,000.00 ",United States,Large
Data Analyst,IT,Senior-level,33,Full-time,2023," $81,900.00 ",United States,Medium
Data Analyst,IT,Senior-level,51,Full-time,2023," $81,900.00 ",United States,Medium
AI Scientist,IT,Mid-level,37,Full-time,2023," $81,838.00 ",Australia,Large
Data Architect,IT,Senior-level,29,Full-time,2024," $81,800.00 ",United States,Medium
Data Specialist,IT,Mid-level,45,Full-time,2023," $81,800.00 ",United States,Medium
